carrier_name,shipping_option_code,shipping_option_result,partner,service,last_update
Especial 2 (13:00 ás 22h) | G1=data-especial,saturday|48,Especial 2 (13:00 ás 22h) | G1=data-especial - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4401655,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4387623,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Jadlog - com_coleta,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Noventa9Minutos - local_same_day,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Enviame,CHX-encomiendagrandes,Enviame - Outros,,Outros,2025-08-07 16:10:53
Enviame,CHX-ampm,Enviame - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Coordinadora - ecommerce,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
CORREIOS (JWA),792,CORREIOS (JWA) - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1944486,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1880814,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1856709,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1842152,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SouthPost,SOUTHPOSTS.A._46,SouthPost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2153274,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,214440,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Enviame,SKN-normal,Enviame - Outros,,Outros,2025-08-07 16:10:53
Enviame,ITR-mensajeria,Enviame - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4623954,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
API Sisfrete Cotação,3881,API Sisfrete Cotação - Outros,,Outros,2025-08-07 16:10:53
API Sisfrete Cotação,3593,API Sisfrete Cotação - Outros,,Outros,2025-08-07 16:10:53
API Sisfrete Cotação,3140,API Sisfrete Cotação - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4980056,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,611776,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,55513,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,505040,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1297026,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4621960,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
7 Logística - ENCABLE ARGENTINA,Normal,7 Logística - ENCABLE ARGENTINA - Outros,,Outros,2025-08-07 16:10:53
Atené Logistic,atene-logistic,Atené Logistic - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4628058,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,147302,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1577882,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,157529,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1552,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
skydropx,quiken.national_ground,skydropx - Outros,,Outros,2025-08-07 16:10:53
API Sisfrete Cotação,3643,API Sisfrete Cotação - Outros,,Outros,2025-08-07 16:10:53
API Sisfrete Cotação,3596,API Sisfrete Cotação - Outros,,Outros,2025-08-07 16:10:53
Delegamas,Delegamas_13,Delegamas - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1236206,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1531401,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1504100,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1621698,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1491688,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4650174,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4639880,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4661914,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1924425,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,621252,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4953979,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4953215,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4952313,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1818728,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1811086,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2334315,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4680168,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4679568,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4674398,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,224295,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2219859,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2445931,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2312747,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4680858,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,696,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,683,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2643376,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2698381,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2698361,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4700896,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2788819,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2599753,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2583415,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,636,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2748854,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2735482,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2885362,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,506,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,283641,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2799519,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,474,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,1073,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2971527,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4548687,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4548145,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,591922,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,54304,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2964172,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3092910,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3039125,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3118542,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,311793,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3175646,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4722935,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4720520,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4715524,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,737287,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4573453,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4709127,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3263624,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3098547,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,417|2200,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,319210,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,357|2063,Shippy - Outros,,Outros,2025-08-07 16:10:53
Shippy,351|2051,Shippy - Outros,,Outros,2025-08-07 16:10:53
Shippy,350|2050,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3307524,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3234102,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3398845,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3393034,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Segmail API,FedEx,Segmail API - Outros,,Outros,2025-08-07 16:10:53
SHIPSMART,405,SHIPSMART - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3434122,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,319|1983,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3432296,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3430516,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3422698,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3422083,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3403082,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4917558,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,697110,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,680102,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,865840,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,847,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,829816,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4733740,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4727283,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4724368,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3586312,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3479609,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3479114,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3479100,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3477752,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,971667,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,96919,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4925850,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,492409,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3455971,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3529582,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3499371,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3492669,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
PinPoint,SANTA_FE_PINDAY,PinPoint - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3654325,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3616618,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3608689,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
P.A. Construshop,PACKAGE,P.A. Construshop - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4521113,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
E-pick Dev Chi,epick-option-1-chi,E-pick Dev Chi - Outros,,Outros,2025-08-07 16:10:53
Droppers - CorreoArgentino,standard,Droppers - CorreoArgentino - Outros,,Outros,2025-08-07 16:10:53
Dropify Express,CORREIOS_PAC,Dropify Express - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3690259,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4747930,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4744918,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4740677,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4739769,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3703343,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3742873,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3739711,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3654336,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3729790,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Muvon Logística - OHANA,Flex,Muvon Logística - OHANA - Outros,,Outros,2025-08-07 16:10:53
Motoflex,standard,Motoflex - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4500943,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4528702,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3772719,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3772327,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3710860,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3794612,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3794594,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4605693,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3832166,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3787453,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3774749,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3795689,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Mienvio MX,Estafeta (express),Mienvio MX - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3836090,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3865846,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Emissary,77,Emissary - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. saturday),3618835_manha_saturday,Entrega Agendada (Huapps. saturday) - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4513449,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3853559,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3896032,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3883575,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,384215,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4769751,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4766374,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4755902,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4753898,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3924104,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Lixlog,lix_trd_normal,Lixlog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3906092,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3902985,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3932009,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3930360,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3924107,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4454768,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4483086,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4479440,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4478423,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Lixlog,lix_saomiguel_normal,Lixlog - Outros,,Outros,2025-08-07 16:10:53
Lixlog,lix_favorita_normal,Lixlog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3941415,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3940348,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3910242,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3940345,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3939577,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Transportadora,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Intelipost,OFF LOG Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Loggi Super Express,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3976208,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3976196,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4467493,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4462530,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4457852,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
JadLog,40,JadLog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3962586,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3965039,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3964042,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,FM Transportes Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4777339,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3980073,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Braspress Aéreo,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Intelipost,ARLETE TRANSPORTES,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3995409,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3994767,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3999334,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4399966,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4794578,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4790340,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3994144,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
HUB Omie,2,HUB Omie - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4001140,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,T_TDX,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,TRC_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,TPN,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3997313,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4014690,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4013972,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4005398,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4005121,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,RISSO_WS,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4023319,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4408788,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4416359,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4415278,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. week),3618834_tarde_week,Entrega Agendada (Huapps. week) - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4400945,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,PLV_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4814807,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4807456,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4801546,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4039864,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4036209,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4033729,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4029741,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4029035,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4046593,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,N,Frenet - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Dhl2 - express,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Frenet,MMA1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,MDO,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4038964,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_17407,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_17401,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_17345,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,JADP_08,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_16057,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_13275,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4054029,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4068614,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4066807,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4066726,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4899638,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4898208,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4896171,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4397058,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,FLY_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_16954,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4845616,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,409714,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4091940,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4091924,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4089775,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4133695,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4113842,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4150292,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4148337,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,Azul_WS_3,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4145302,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Flixlog,Primelog,Flixlog - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Fedex - int_priority,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4385581,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4384926,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,49106,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4906923,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4903252,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4162323,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4161109,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4154768,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4180716,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4146354,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4178120,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4177868,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4175031,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4362861,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4361591,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4358188,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,TresGuerras - big_ticket,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4891651,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4377967,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4172671,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
